countrycode,country,currency_unit,year,rgdpe,rgdpo,pop,emp,avh,hc,cgdpe,cgdpo,ck,ctfp,rgdpna,rkna,rtfpna,labsh,xr,pl_gdpe,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_k,pl_gdpo_old,nom_p,nom_pp,pl_gdpe_old,nominal_gdpe,nominal_gdpo,nominal_gdp,timber,oil,ng,coal,bauxite,copper,nickel,lead,phosphate,tin,zinc,gold,silver,iron,countrycode_1,phi_NR_timber,phi_NR_oil,phi_NR_ng,phi_NR_coal,phi_NR_nickel,phi_NR_lead,phi_NR_bauxite,phi_NR_copper,phi_NR_phosphate,phi_NR_tin,phi_NR_zinc,phi_NR_silver,phi_NR_iron,phi_NR_gold,tag_phi_NR_subsoil,phi_NR_subsoil,nominal_gdp_serb,nominal_gdp_mont,mnominal_gdp_serb,mnominal_gdp_mont,share_serb,phi_NR_timber_serb,phi_NR_subsoil_serb,mphi_NR_timber_serb,mphi_NR_subsoil_serb,share_mont,phi_NR_timber_mont,phi_NR_subsoil_mont,mphi_NR_timber_mont,mphi_NR_subsoil_mont
ALB,Albania,Lek,1980.0,11840.097,11581.248,2.6713,0.9249071,,2.3955815,11898.086,11707.658,34860.504,,10036.519418058047,42832.363,,,7.0,0.18649969,0.18953314,0,0,0,0,,,0.42366025,0.38813776,0.19465818,0.037905544,-0.031793747,-0.012568019,0.25215661501545483,0.16451168638856684,0.08744469546358927,0.54034257,0.5117531,0.22891898,0.39927316,0.48233196,0.48233196,0.3866625,4.6005437e9,4.674554e9,4.674554e9,2.057150428167563e7,5.073468479923194e8,3.454706743891011e7,4.83477586189745e6,0.0,1.7875014553828232e7,2.568228936933539e6,,,,,,,,ALB,0.004400741742502588,0.10853374752354536,0.007390452330454466,0.001034275357784529,0.0005494062141646099,,0.0,0.003823897446573398,,,,,,,0,0.12133177887252235,,,,,,,,,,,,,,
ALB,Albania,Lek,1981.0,12418.142,12164.07,2.7250289999999997,0.9514943,,2.445612,12501.722,12306.543,37450.93,,10613.175832433952,45228.81,,,7.0,0.18359706,0.18650885,0,0,0,0,,,0.41282523,0.41524464,0.18368295,0.035729453,-0.028789269,-0.01869299,0.25239602788142573,0.158086377689235,0.08664320099904584,0.53381115,0.51520425,0.2160707,0.35907465,0.5256071,0.5256071,0.34930474,4.366911e9,4.4189676e9,4.4189676e9,1.999880360050375e7,2.8489425210107875e8,3.757900295885733e7,9.590262591587279e6,0.0,1.2805621707867622e7,0.0,,,,,,,,ALB,0.004525673330968996,0.06447077258400262,0.008504023285224007,0.002170249606663615,0.0,,0.0,0.002897876383380971,,,,,,,0,0.07804292185927122,,,,,,,,,,,,,,
ALB,Albania,Lek,1982.0,12714.4375,12686.98,2.777592,0.97716177,,2.4966874,12858.292,12884.571,39875.566,,10926.121535683453,47940.586,,,7.0,0.18373895,0.18336418,0,0,0,0,,,0.39997882,0.4419467,0.18246636,0.03955556,-0.03712162,-0.02682579,0.2508115730696867,0.16327122857035306,0.08628543984319653,0.48744404,0.51772314,0.22462204,0.3324062,0.5560174,0.5560174,0.3304554,4.249092e9,4.2829112e9,4.2829112e9,1.9080480259705167e7,2.3080678753287122e8,3.717197447500366e7,9.07974453429769e6,0.0,1.2190471482142208e7,0.0,,,,,,,,ALB,0.004455025851842163,0.05389016372984478,0.00867913726468839,0.002119993631074558,0.0,,0.0,0.00284630495982743,,,,,,,0,0.06753559958543516,,,,,,,,,,,,,,
ALB,Albania,Lek,1983.0,12975.166,12756.978,2.831682,1.0006725,,2.5488296,13029.572,12872.894,40407.418,,11046.848434134747,50828.867,,,7.0,0.18330821,0.1855393,0,0,0,0,,,0.4250628,0.41288912,0.18814386,0.03509933,-0.026856257,-0.034338888,0.24852151531618613,0.16027181478049665,0.08652982555430198,0.4716354,0.47420475,0.22543567,0.3233619,0.57610327,0.57610327,0.31818637,4.1458324e9,4.1626033e9,4.1626033e9,1.6918123684435554e7,2.224114283107809e8,3.420990036454102e7,3.6145011566019887e6,0.0,1.4976226362544147e7,0.0,,,,,,,,ALB,0.004064313270195801,0.0534308494480585,0.008218390798951003,0.0008683270846063481,0.0,,0.0,0.00359780296432885,,,,,,,0,0.0661153702959447,,,,,,,,,,,,,,
ALB,Albania,Lek,1984.0,12653.235,12361.134,2.8910039999999997,1.0246358,,2.5882366,12637.118,12423.36,41761.125,,10908.585785078896,53748.77,,,7.0,0.18657035,0.18978052,0,1,0,0,,,0.45297414,0.3698088,0.20163551,0.04221715,-0.026878884,-0.03975673,0.24961777890164302,0.162780485359099,0.0885660554029563,0.41672602,0.42388424,0.23393159,0.3185914,0.5961006,0.5961006,0.31298465,3.955224e9,3.9579756e9,3.9579756e9,1.4797089182709036e7,2.464154777579785e8,3.2964944594013717e7,4.230706345141059e6,0.0,1.1235954684166454e7,0.0,,,,,,,,ALB,0.003738549919852824,0.06225795852464591,0.008328738811273415,0.0010689066391537576,0.0,,0.0,0.002838813564295218,,,,,,,0,0.0744944175393683,,,,,,,,,,,,,,
ALB,Albania,Lek,1985.0,12791.586,12576.375,2.9573899999999997,1.0539739,,2.6245062,12886.105,12742.121,43042.98,,11102.827945713934,56007.305,,,7.0,0.18687907,0.18899077,0,1,0,0,,,0.447035,0.37930933,0.20079349,0.035244126,-0.025580628,-0.036801346,0.24781043752158743,0.16764976065798423,0.08755010387386077,0.41087553,0.4099046,0.24630879,0.30783015,0.609409,0.609409,0.30665624,3.9516045e9,3.9224092e9,3.9224092e9,1.4643294404340053e7,1.9355913042112353e8,2.9501031127500203e7,6.175673977780354e6,0.0,1.2645434048130484e7,0.0,,,,,,,,ALB,0.003733239852845597,0.049347000723833585,0.007521150778241543,0.0015744593788401791,0.0,,0.0,0.0032238946401992354,,,,,,,0,0.06166650552111455,,,,,,,,,,,,,,
ALB,Albania,Lek,1986.0,13553.024,13135.257,3.033393,1.0901078,,2.6482635,13635.758,13250.975,45237.168,,11723.998188574944,58479.535,,,7.0,0.18212655,0.18741517,0,1,0,0,,,0.45207468,0.37595445,0.2027236,0.039377593,-0.018344782,-0.051785566,0.2467030120451442,0.15645637467949822,0.08572645490539932,0.45770007,0.4704339,0.22434486,0.2984463,0.6239709,0.6239709,0.29188308,3.980047e9,3.9547044e9,3.9547044e9,1.6557565845104262e7,8.569821155983077e7,2.069961230319614e7,4.430996964681366e6,331406.6722,8.914721347435104e6,0.0,,,,,,,,ALB,0.004186802409831971,0.021669941224064643,0.0052341743638141276,0.001120436961763402,0.0,,8.380061820570202e-5,0.0022542067577800283,,,,,,,0,0.0303625599256279,,,,,,,,,,,,,,
ALB,Albania,Lek,1987.0,13463.857,13049.131,3.116009,1.1281416,,2.6722357,13537.642,13160.475,47150.23,,11631.598271876686,61065.176,,,7.0,0.18200073,0.18721671,0,1,0,0,,,0.4750188,0.34350225,0.21121009,0.032576058,-0.015576198,-0.04673102,0.24645621290534878,0.15222201342780295,0.08546887953501989,0.5029759,0.50277054,0.21844724,0.2895701,0.6445315,0.6445315,0.28237677,3.8227154e9,3.8108797e9,3.8108797e9,2.1132690912813637e7,1.203462931891423e8,1.4592803057876233e7,571891.4567699708,268215.2879,1.3761320220628388e7,0.0,,,,,,,,ALB,0.0055453575899595845,0.03157966172472912,0.0038292478477841554,0.0001500680932454978,0.0,,7.03814620029112e-5,0.003611061262768723,,,,,,,0,0.039240420390530405,,,,,,,,,,,,,,
ALB,Albania,Lek,1988.0,13125.683,12746.671,3.194854,1.1635048,,2.696425,13132.122,12805.175,49176.92,,11466.357544940287,63403.906,,,6.670000076,0.19410627,0.19906227,0,1,0,0,,,0.48860574,0.34712532,0.21036926,0.033582456,-0.019360648,-0.060322132,0.2579311461232288,0.16766642345947322,0.08949369300001851,0.5480186,0.5365678,0.23412214,0.29744416,0.66849136,0.66849136,0.29036465,3.813104e9,3.8088246e9,3.8088246e9,1.987613560011913e7,8.843400588947295e7,1.4197188389534665e7,2.6027608947098916e6,391788.6094,2.837701079295154e7,4.9141505740181275e7,,,,,,,,ALB,0.005218443434061461,0.023218188216571973,0.003727446120515335,0.0006833501629637383,0.012902013405875818,,0.00010286339041937541,0.00745033283280084,,,,,,,0,0.04808419412914708,,,,,,,,,,,,,,
ALB,Albania,Lek,1989.0,14493.184,14199.713,3.255859,1.1956922,,2.720833,14361.541,14124.476,51202.535,,12594.715651685843,66089.7,,,6.130000114,0.21212979,0.21569018,0,1,0,0,,,0.4712354,0.36624095,0.1949821,0.03222804,-0.024438761,-0.04024769,0.2792089063508244,0.18687960931054315,0.09744024385010318,0.5735625,0.53721094,0.25252756,0.31037512,0.69608426,0.69608426,0.30474728,4.3766405e9,4.383886e9,4.383886e9,2.372711318832449e7,1.1087776736790211e8,1.2385472824541897e7,3.659919758067156e6,547050.0,3.477097095642043e7,5.032138129909368e7,,,,,,,,ALB,0.005412347433509365,0.025292120237459477,0.0028252270523872786,0.0008348574540948528,0.01147871621646816,,0.00012478655283518626,0.007931541183409349,,,,,,,0,0.04848724869665431,,,,,,,,,,,,,,
ALB,Albania,Lek,1990.0,14850.584,14775.695,3.2894829999999997,1.209111,,2.7454622,14475.709,14447.711,56031.508,,11338.886127032913,68703.16,,,7.56746028614129,0.15348122,0.15377864,0,1,1,0,,,0.55015534,0.3359062,0.18959297,0.025781184,-0.02520202,-0.07623367,0.20327567130449725,0.11185701317392031,0.08273565122318291,0.58858496,0.5858825,0.19256009,0.21291812,0.7227717,0.7227717,0.21235089,3.0739297e9,3.0761795e9,3.0761795e9,2.1430558147345055e7,1.456872111278302e8,1.1351871162044002e7,3.129098863678235e6,594058.9067,2.4620236123348016e7,8.3033108666918585e6,,,,,,,,ALB,0.006966615067123397,0.047359789378890585,0.003690249975469572,0.001017202965052971,0.0026992283725504012,,0.00019311581629001038,0.008003511003016078,,,,,,,0,0.0629630975112696,,,,,,,,,,,,,,
ALB,Albania,Lek,1991.0,8382.736,9008.9795,3.291695,1.1786234,,2.760858,8152.9956,8806.122,53265.67,,8163.7552232044445,66860.04,,,9.903964004991133,0.20315312,0.1880858,0,1,1,0,,,0.7228255,0.058169026,0.3334046,0.049426615,-0.102280706,-0.061545,0.23665626963867836,0.23729404212773397,0.12456129274229431,0.59251297,0.54768914,0.29218173,0.25142863,0.7486237,0.7486237,0.2713688,2.2124687e9,2.2141112e9,2.2141112e9,3.1713597303199243e7,9.302564034666285e7,7.42019447035086e6,1.8396248452294555e6,665438.2239,1.2209781075472387e7,429777.2658610374,,,,,,,,ALB,0.014323398411448572,0.042014890219690126,0.003351319646054196,0.0008308637879803933,0.0001941082542058291,,0.00030054417062819,0.005514529215609158,,,,,,,0,0.05220625529416789,,,,,,,,,,,,,,
ALB,Albania,Lek,1992.0,6305.572,7706.601,3.2669829999999997,1.160966,,2.7763402,6035.229,7472.9365,50929.062,,7576.008641967971,65002.008,,,32.21794106015114,0.26072985,0.21056835,0,1,1,0,,,1.035725,0.049576025,0.34434712,0.052642427,-0.23144671,-0.2508438,0.3093125682106193,0.2208636117124932,0.12034261253589419,0.55977505,0.59984297,0.28355327,0.27490562,0.7694306,0.7694306,0.33886078,2.0451025e9,2.0543523e9,2.0543523e9,3.3194077155230675e7,6.1842125913741134e7,4.675539673939644e6,439988.58532414393,605929.4866,2.731425324753341e6,0.0,,,,,,,,ALB,0.016157928640661845,0.030102980505472346,0.0022759191663864506,0.0002141738759938081,0.0,,0.0002949491669845349,0.0013295798307110486,,,,,,,0,0.03421760254554818,,,,,,,,,,,,,,
ALB,Albania,Lek,1993.0,8030.707,9318.748,3.224901,1.1636597,,2.791909,7669.2207,9004.222,50464.168,,8303.318622050092,64098.785,,,71.1120208563937,0.22981302,0.19574006,0,1,1,0,,,0.8607271,0.13229808,0.25791988,0.03397336,-0.1635624,-0.12135599,0.27185169643454,0.19529902999462814,0.10722579013710626,0.55263656,0.5304648,0.24833494,0.25005642,0.7822588,0.7822588,0.2937813,2.2530737e9,2.2515633e9,2.2515633e9,0.0,5.212532475638262e7,4.603521549665514e6,,407118.968,3.721864710743801e6,0.0,,,,,,,,ALB,0.0,0.023150726248650777,0.002044589029884578,,0.0,,0.00018081613539773936,0.001653013606258501,,,,,,,0,0.027029145020191592,,,,,,,,,,,,,,
ALB,Albania,Lek,1994.0,10142.225,11174.804,3.179442,1.161,,2.8075652,9649.508,10772.895,50870.434,,8992.51248505804,64048.688,,,94.62333333333333,0.2019487,0.18088968,0,1,0,0,,,0.70703655,0.17690164,0.2589895,0.025510056,-0.09821526,-0.07022253,0.24521552205449493,0.18303533606568947,0.09674972254972986,0.5655761,0.5258696,0.2225925,0.22635254,0.79950017,0.79950017,0.2525937,2.4374047e9,2.4384722e9,2.4384722e9,0.0,4.586423843718648e7,2.567102719930311e6,,337786.4727,1.1417819241999493e6,0.0,,,,,,,,ALB,0.0,0.01880859604946706,0.0010527504592229163,,0.0,,0.00013852381577620222,0.00046823659828717427,,,,,,,0,0.02046810692275335,,,,,,,,,,,,,,
ALB,Albania,Lek,1995.0,11058.767,12200.191,3.141102,1.138,,2.8233094,10477.852,11738.656,51725.977,,10188.503526928069,64245.32,,,92.69749999999999,0.23659007,0.21117882,0,1,0,0,,,0.6856292,0.17462033,0.25582004,0.03045919,-0.11606631,-0.030462448,0.2784094994381298,0.25396558701447053,0.11264850393589854,0.60194945,0.55807775,0.29369918,0.25889125,0.81700003,0.81700003,0.28958392,3.0342175e9,3.0390354e9,3.0390354e9,0.0,4.932147072161334e7,1.3932443349566709e6,58235.211520304656,0.0,1.602665740561401e6,0.0,,,,,,,,ALB,0.0,0.016229317648438015,0.00045844952599902823,1.916239990939357e-5,0.0,,0.0,0.0005273600119236128,,,,,,,0,0.01723428958627005,,,,,,,,,,,,,,
ALB,Albania,Lek,1996.0,12939.07,14163.356,3.112597,1.116,,2.84126,12207.67,13574.118,76252.87,,11115.834721047795,64361.008,,,104.4989166666667,0.2715422,0.2442072,0,1,0,0,0.13615908988605033,,0.7268649,0.13941975,0.22036919,0.025484009,-0.123266935,0.011129156,0.32761989926876256,0.24732553547463235,0.10189679471516741,0.61036825,0.560877,0.2814289,0.29378182,0.83141994,0.83141994,0.32660052,3.9870316e9,3.9878292e9,3.9878292e9,0.0,5.763970490430716e7,1.6187400312177248e6,43096.87839294432,184825.9634,3.5213376160483495e6,0.0,,,,,,,,ALB,0.0,0.014453904949218919,0.0004059200960095182,1.0807102238532036e-5,0.0,,4.634751186819121e-5,0.0008830211619051622,,,,,,,0,0.01580000082124032,,,,,,,,,,,,,,
ALB,Albania,Lek,1997.0,11613.09,12747.229,3.0919019999999997,1.107,,2.8593245,10951.234,12217.883,62911.754,,9911.116590308588,63838.625,,,148.9329166666667,0.21226116,0.19025569,0,1,0,0,,,0.76060945,0.102736086,0.25208434,0.019126108,-0.10148735,-0.03306862,0.24347856902480636,0.3138527577240796,0.07666612991742475,0.58918476,0.50729537,0.3378403,0.22485925,0.84786505,0.84786505,0.2503478,2.7416174e9,2.747304e9,2.747304e9,0.0,3.917323305780789e7,1.1712506943045903e6,9633.78285127465,170257.8175,319511.013482846,0.0,,,,,,,,ALB,0.0,0.014258791153207117,0.0004263273090963134,3.5066316198349628e-6,0.0,,6.197269085119528e-5,0.00011629984192722608,,,,,,,0,0.014866897626701688,,,,,,,,,,,,,,
ALB,Albania,Lek,1998.0,11605.594,12667.366,3.079037,1.085,,2.877504,10912.438,12142.793,60193.25,,10803.987769463276,63506.195,,,150.6333333333333,0.24894436,0.22372036,0,1,0,0,,,0.72188133,0.13414787,0.25646615,0.031149356,-0.13895233,-0.004692392,0.28564426405477633,0.3562734064708536,0.08950442736058094,0.5489999,0.49859032,0.38114947,0.26145244,0.85792595,0.85792595,0.29016998,3.166462e9,3.1747628e9,3.1747628e9,0.0,2.2261620875988778e7,789718.3960420085,8390.517378253007,,2.754413105666194e6,,,,,,,,,ALB,0.0,0.007012058101653316,0.00024874879092760897,2.6428801248116092e-6,,,,0.000867596516914847,,,,,,,0,0.008131046289620584,,,,,,,,,,,,,,
ALB,Albania,Lek,1999.0,13340.23,14520.6455,3.0727249999999997,1.065,,2.8957992,12611.759,14006.015,57158.723,,12262.65245251227,63656.594,,,137.6905833333333,0.2715649,0.24453147,0,1,0,0,,60.0,0.6583722,0.14685282,0.24286994,0.047364928,-0.16602854,0.070568584,0.3071518816009782,0.39510640765806315,0.10039549963901968,0.5292449,0.4964101,0.42774117,0.28164145,0.8693464,0.8693464,0.31237826,3.9396393e9,3.9446743e9,3.9446743e9,0.0,3.0012797171608042e7,624906.0933999121,41521.08630844382,,704037.9512961009,,,,,,,,,ALB,0.0,0.007608434780325033,0.00015841766524710076,1.0525859198651808e-5,,,,0.00017847809401708742,,,,,,,0,0.007955856398787872,,,,,,,,,,,,,,
ALB,Albania,Lek,2000.0,13677.699,14954.33,3.071856,1.068,,2.9142106,13083.252,14370.669,53332.89,,13075.018267858439,64569.65,,,143.7094166666667,0.27818698,0.2532652,0,1,0,0,,,0.6495316,0.19107015,0.2313739,0.034205034,-0.1562165,0.0500358,0.2985099427836325,0.4206405750426227,0.10349558893047794,0.5319422,0.48530027,0.49393797,0.28552452,0.8827083,0.8827083,0.31515163,4.1232082e9,4.1031782e9,4.1031782e9,0.0,5.294404830480498e7,1.1858005890510494e6,42202.57666903943,,0.0,,,,,,,,,ALB,0.0,0.012903180219830026,0.0002889956320910518,1.0285338389062872e-5,,,,0.0,,,,,,,0,0.01320246119031014,,,,,,,,,,,,,,
ALB,Albania,Lek,2001.0,14147.71,15380.457,3.077378,0.92,,2.9298446,13614.803,14829.837,52313.824,,14113.193567805996,66112.164,,,143.4848333333333,0.2986247,0.27415785,0,1,0,0,,,0.61781186,0.22668578,0.25018683,0.038862318,-0.19344908,0.059902336,0.31275197848403957,0.46393231099922383,0.11395907708845336,0.5290979,0.4638255,0.5587234,0.3022097,0.8990898,0.8990898,0.33214113,4.522036e9,4.481721e9,4.481721e9,0.0,4.210845738862046e7,874451.6800510251,81188.04535457992,,0.0,,,,,,,,,ALB,0.0,0.009395600254250834,0.00019511516063368785,1.8115373178732594e-5,,,,0.0,,,,,,,0,0.009608830788063254,,,,,,,,,,,,,,
